Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Authors with affiliations,Index Keywords,Document Type,Source
"Ma Z., Yin C., Du X., Zhao L., Lin L., Zhang G., Wu C.","55554730700;57245447300;12784268900;57219380289;57195996795;57020074000;24170491400;","Rice row tracking control of crawler tractor based on the satellite and visual integrated navigation",2022,"Computers and Electronics in Agriculture",6,"10.1016/j.compag.2022.106935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128227954&doi=10.1016%2fj.compag.2022.106935&partnerID=40&md5=d54a598ab19d98d52572781c638b103c","Faculty of Mechanical Engineering and Automation, Zhejiang Sci-Tech University, 928 Second Avenue, Hangzhou, 310018, China; Key Laboratory of Transplanting Equipment and Technology of Zhejiang Province, Hangzhou, 310018, China; College of Intelligent and Manufacturing Engineering, Chongqing University of Arts and Sciences, Chongqing, 402160, China; School of Youjia Intelligent Manufacturing, Hangzhou Vocational & Technical College, Hangzhou, 310018, China","Ma, Z., Faculty of Mechanical Engineering and Automation, Zhejiang Sci-Tech University, 928 Second Avenue, Hangzhou, 310018, China, Key Laboratory of Transplanting Equipment and Technology of Zhejiang Province, Hangzhou, 310018, China; Yin, C., Faculty of Mechanical Engineering and Automation, Zhejiang Sci-Tech University, 928 Second Avenue, Hangzhou, 310018, China; Du, X., Faculty of Mechanical Engineering and Automation, Zhejiang Sci-Tech University, 928 Second Avenue, Hangzhou, 310018, China, Key Laboratory of Transplanting Equipment and Technology of Zhejiang Province, Hangzhou, 310018, China; Zhao, L., College of Intelligent and Manufacturing Engineering, Chongqing University of Arts and Sciences, Chongqing, 402160, China; Lin, L., School of Youjia Intelligent Manufacturing, Hangzhou Vocational & Technical College, Hangzhou, 310018, China; Zhang, G., Faculty of Mechanical Engineering and Automation, Zhejiang Sci-Tech University, 928 Second Avenue, Hangzhou, 310018, China, Key Laboratory of Transplanting Equipment and Technology of Zhejiang Province, Hangzhou, 310018, China; Wu, C., Faculty of Mechanical Engineering and Automation, Zhejiang Sci-Tech University, 928 Second Avenue, Hangzhou, 310018, China, Key Laboratory of Transplanting Equipment and Technology of Zhejiang Province, Hangzhou, 310018, China","Air navigation; Binary images; Crops; Image segmentation; Least squares approximations; Navigation systems; Needles; Satellites; Tracking (position); Tractors (agricultural); Integrated navigation; Integrated navigation systems; Point-tracking; Rice crops; Rice row tracking; Satellite navigation; Threshold-value; Tracking algorithm; Visual information; Visual Navigation; Tractors (truck); navigation; rice; satellite; tracking; Calabarzon; Philippines; Quezon; Real",Article,Scopus
"Zhao D., Gu P., Zhang J., Yi Y., Yang M., Xu C., Chai Y., Liu H., He P., Peng N., Liu L., Yan X., You X.","57205084747;57200853067;57204905822;57201653003;57216079784;57116823800;57284187000;57566209400;57202232398;57205631688;57565227400;57565227500;7202297685;","A 1.9-dB NF K-Band Temperature-Healing Phased-Array Receiver Employing Hybrid Packaged 65-nm CMOS Beamformer and 0.1-μm GaAs LNAs",2022,"IEEE Microwave and Wireless Components Letters",4,"10.1109/LMWC.2022.3161642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127743641&doi=10.1109%2fLMWC.2022.3161642&partnerID=40&md5=fbd0bff1a9fceb72a7d3e4d9e10b1294","Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China; Purple Mountain Laboratories, Nanjing, 211100, China; Chengdu Xphased Technology Company Ltd., Chengdu, 610041, China","Zhao, D., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China, Purple Mountain Laboratories, Nanjing, 211100, China; Gu, P., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China, Purple Mountain Laboratories, Nanjing, 211100, China; Zhang, J., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China, Purple Mountain Laboratories, Nanjing, 211100, China; Yi, Y., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China, Purple Mountain Laboratories, Nanjing, 211100, China; Yang, M., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China, Purple Mountain Laboratories, Nanjing, 211100, China; Xu, C., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China, Purple Mountain Laboratories, Nanjing, 211100, China; Chai, Y., Chengdu Xphased Technology Company Ltd., Chengdu, 610041, China; Liu, H., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China, Chengdu Xphased Technology Company Ltd., Chengdu, 610041, China; He, P., Chengdu Xphased Technology Company Ltd., Chengdu, 610041, China; Peng, N., Chengdu Xphased Technology Company Ltd., Chengdu, 610041, China; Liu, L., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China; Yan, X., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China; You, X., Southeast University, National Mobile Communications Research Laboratory, School of Information Science and Engineering, Nanjing, 210096, China, Purple Mountain Laboratories, Nanjing, 211100, China","Beamforming; CMOS integrated circuits; Energy efficiency; Gallium arsenide; III-V semiconductors; Low noise amplifiers; Noise figure; Satellite communication systems; Semiconducting gallium; Beam formers; CMOS beamformer; Gain; K bands; Lower noise; Noise measurements; Phased array receiver; Phased-arrays; Satellite communications; Temperature healing.; 5G mobile communication systems",Article,Scopus
"Fan G., Pan Z., Zhou Q., Dong J., Zhang X.","57216502400;57217329427;55722106200;57324707700;57219943037;","Reversible data hiding in multispectral images for satellite communications",2022,"Journal of Information Security and Applications",2,"10.1016/j.jisa.2022.103180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127682057&doi=10.1016%2fj.jisa.2022.103180&partnerID=40&md5=2ca8e414fc213ae5b779d2b2a23655c6","Faculty of Electronic and Information Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; National Key Laboratory of Science and Technology on Space Microwave, China Academy of Space Technology, Xi'an, 710100, China; National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; Research Institute of Xi'an Jiaotong University, Zhejiang, China","Fan, G., Faculty of Electronic and Information Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; Pan, Z., Faculty of Electronic and Information Engineering, Xi'an Jiaotong University, Xi'an, 710049, China, Research Institute of Xi'an Jiaotong University, Zhejiang, China; Zhou, Q., National Key Laboratory of Science and Technology on Space Microwave, China Academy of Space Technology, Xi'an, 710100, China; Dong, J., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; Zhang, X., Faculty of Electronic and Information Engineering, Xi'an Jiaotong University, Xi'an, 710049, China","Embeddings; Image processing; Satellites; Steganography; Inter-band complexity; Inter-space complexity; Landsat multispectral images; Low-distortion; Multispectral images; Reversible data hiding; Satellite channel; Satellite communications; Secret messages; Space complexity; Satellite communication systems",Article,Scopus
"Xu X., Zheng J., Xu H., Chen L., Wang J.","57209298540;57198517161;57215591543;55332736200;56127261200;","Comparative Study on Thermodynamic Characteristics of Composite Thermal Insulation Systems With Liquid Methane, Oxygen, and Hydrogen",2022,"Journal of Thermal Science and Engineering Applications",,"10.1115/1.4052343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127453512&doi=10.1115%2f1.4052343&partnerID=40&md5=2f4467564891f3e8ad097339e9a1cf2a","State Key Laboratory of Technologies in Space Cryogenic Propellants, Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Beijing, 100190, China; University of Chinese Academy of Sciences, Beijing, 100049, China; Beijing Institute of Aerospace Control Devices, Beijing, 100081, China","Xu, X., State Key Laboratory of Technologies in Space Cryogenic Propellants, Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Beijing, 100190, China, University of Chinese Academy of Sciences, Beijing, 100049, China; Zheng, J., Beijing Institute of Aerospace Control Devices, Beijing, 100081, China; Xu, H., State Key Laboratory of Technologies in Space Cryogenic Propellants, Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Beijing, 100190, China, University of Chinese Academy of Sciences, Beijing, 100049, China; Chen, L., State Key Laboratory of Technologies in Space Cryogenic Propellants, Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Beijing, 100190, China; Wang, J., State Key Laboratory of Technologies in Space Cryogenic Propellants, Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Beijing, 100190, China, University of Chinese Academy of Sciences, Beijing, 100049, China","Cryogenic liquids; Hydrogen storage; Liquid methane; Oxygen; Thermal insulation; Aerospace heat transfer; Cold shield; Composite passive insulation system; Cryogenic propellant; Heat leakage; Insulation system; Liquid hydrogen storage; Low-temperature heat transfer; Lows-temperatures; Thermodynamic optimization; Temperature",Article,Scopus
"Xiong J., Wan L., Qian Y., Sun S., Li D., Wu S.","57554889100;57554657800;57345537700;57554188100;55600623900;7408445959;","A new strategy for improving the surface quality of Ti6Al4V machined by abrasive water jet: reverse cutting with variable standoff distances",2022,"International Journal of Advanced Manufacturing Technology",8,"10.1007/s00170-022-09091-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127274160&doi=10.1007%2fs00170-022-09091-6&partnerID=40&md5=98b13044b749230cc5c9c4de476e897d","Hubei Key Laboratory of Waterjet Theory and New Technology, Wuhan University, Wuhan, 430072, China; School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China","Xiong, J., Hubei Key Laboratory of Waterjet Theory and New Technology, Wuhan University, Wuhan, 430072, China, School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China; Wan, L., Hubei Key Laboratory of Waterjet Theory and New Technology, Wuhan University, Wuhan, 430072, China, School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China; Qian, Y., Hubei Key Laboratory of Waterjet Theory and New Technology, Wuhan University, Wuhan, 430072, China, School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China; Sun, S., Hubei Key Laboratory of Waterjet Theory and New Technology, Wuhan University, Wuhan, 430072, China, School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China; Li, D., Hubei Key Laboratory of Waterjet Theory and New Technology, Wuhan University, Wuhan, 430072, China, School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China; Wu, S., Hubei Key Laboratory of Waterjet Theory and New Technology, Wuhan University, Wuhan, 430072, China, School of Power and Mechanical Engineering, Wuhan University, Wuhan, 430072, China","Aluminum alloys; Jets; Surface properties; Ternary alloys; Vanadium alloys; Abrasive waterjets; Chemical activities; Kerf quality; Kerf taper; Low thermal conductivity; Machining technology; Reverse cutting; Stand-off distance (SoD); Titanium (alloys); Traverse speed; Titanium alloys",Article,Scopus
"Pham Q.-V., Ruby R., Fang F., Nguyen D.C., Yang Z., Le M., Ding Z., Hwang W.-J.","56884048100;26427773400;57190581582;57209297656;56123330000;57217987481;57226326300;55662845400;","Aerial Computing: A New Computing Paradigm, Applications, and Challenges",2022,"IEEE Internet of Things Journal",6,"10.1109/JIOT.2022.3160691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127039956&doi=10.1109%2fJIOT.2022.3160691&partnerID=40&md5=2e26f047bc63642e23e6e16d8e5c41bd","Pusan National University, Korean Southeast Center for the 4th Industrial Revolution Leader Education, Busan, 46241, South Korea; Shenzhen University, College of Computer Science and Software Engineering, Shenzhen, 518060, China; Western University, Department of Electrical and Computer Engineering, The Department of Computer Science, London, ON  N6A 3K7, Canada; Purdue University, School of Electrical and Computer Engineering, West Lafayette, IN  47907, United States; King's College London, Center for Telecommunications Research, Department of Engineering, London, WC2R 2LS, United Kingdom; Pusan National University, Department of Information Convergence Engineering, Busan, 46241, South Korea; The University of Manchester, School of Electrical and Electronics Engineering, Manchester, M13 9PL, United Kingdom; Pusan National University, Department of Biomedical Convergence Engineering, Yangsan, 50612, South Korea","Pham, Q.-V., Pusan National University, Korean Southeast Center for the 4th Industrial Revolution Leader Education, Busan, 46241, South Korea; Ruby, R., Shenzhen University, College of Computer Science and Software Engineering, Shenzhen, 518060, China; Fang, F., Western University, Department of Electrical and Computer Engineering, The Department of Computer Science, London, ON  N6A 3K7, Canada; Nguyen, D.C., Purdue University, School of Electrical and Computer Engineering, West Lafayette, IN  47907, United States; Yang, Z., King's College London, Center for Telecommunications Research, Department of Engineering, London, WC2R 2LS, United Kingdom; Le, M., Pusan National University, Department of Information Convergence Engineering, Busan, 46241, South Korea; Ding, Z., The University of Manchester, School of Electrical and Electronics Engineering, Manchester, M13 9PL, United Kingdom; Hwang, W.-J., Pusan National University, Department of Biomedical Convergence Engineering, Yangsan, 50612, South Korea","5G mobile communication systems; Artificial intelligence; Big data; Computer architecture; Edge computing; Internet of things; Metals; 6g; 6g mobile communication; Access network; Aerial access network; Aerial computing; Edge computing; Enabling technologies; Mobile communications; Satellite broadcasting; Vertical application.; Antennas",Article,Scopus
"Hu K., Zhao P., Li J., Lu Z.","57200618297;57223085769;57484141400;7404769367;","High-resolution multiceramic additive manufacturing based on digital light processing",2022,"Additive Manufacturing",8,"10.1016/j.addma.2022.102732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126114261&doi=10.1016%2fj.addma.2022.102732&partnerID=40&md5=1fde9ab01d5a0b5a8e67a02ea29eb515","State Key Laboratory of Tribology, Tsinghua University, Beijing, 100084, China; Department of Mechanical Engineering, Tsinghua University, Beijing, 100084, China; Ten Dimensions (Guangdong) Technology Co., Ltd, Foshan, 528225, China; Key Laboratory of Advanced Materials Processing Technology, Ministry of Education, Tsinghua University, Beijing, 100084, China","Hu, K., State Key Laboratory of Tribology, Tsinghua University, Beijing, 100084, China, Department of Mechanical Engineering, Tsinghua University, Beijing, 100084, China; Zhao, P., State Key Laboratory of Tribology, Tsinghua University, Beijing, 100084, China, Department of Mechanical Engineering, Tsinghua University, Beijing, 100084, China; Li, J., Ten Dimensions (Guangdong) Technology Co., Ltd, Foshan, 528225, China; Lu, Z., State Key Laboratory of Tribology, Tsinghua University, Beijing, 100084, China, Department of Mechanical Engineering, Tsinghua University, Beijing, 100084, China, Key Laboratory of Advanced Materials Processing Technology, Ministry of Education, Tsinghua University, Beijing, 100084, China","3D printers; Additives; Biomedical engineering; Error compensation; Light scattering; Microelectronics; Precision engineering; Additive manufacturing technology; Ceramic slurry; Ceramic stereolithographies; Curing behavior; Digital light processing; High resolution; High-precision; Interface quality; Multi materials; Multimaterial additive manufacturing; Curing",Article,Scopus
"Wang K., Liu M.","56979525500;57219910878;","Toward Structural Learning and Enhanced YOLOv4 Network for Object Detection in Optical Remote Sensing Images",2022,"Advanced Theory and Simulations",2,"10.1002/adts.202200002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126001309&doi=10.1002%2fadts.202200002&partnerID=40&md5=442b5ac37c0c0444c3494eefdd261bde","College of Electronic Information and Automation, Civil Aviation University of China, Tianjin, 300300, China","Wang, K., College of Electronic Information and Automation, Civil Aviation University of China, Tianjin, 300300, China; Liu, M., College of Electronic Information and Automation, Civil Aviation University of China, Tianjin, 300300, China","Clustering algorithms; Convolution; Convolutional neural networks; Image enhancement; Image segmentation; Military applications; Military photography; Object detection; Remote sensing; Convolutional neural network; Multi-scale object; Multi-scales; Objects detection; Optical remote sensing; Optical remote sensing image; Remote sensing images; Structural learning; Target background; Technological tools; Object recognition",Article,Scopus
"Wang L., Tang W., Fan Y., Yan T., Jiang L.","57070714800;57192110012;57466992600;57467278800;57467278900;","Performance analysis of PDMA-based hybrid satellite–terrestrial networks with decode-and-forward relaying",2022,"Physical Communication",,"10.1016/j.phycom.2022.101628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125256852&doi=10.1016%2fj.phycom.2022.101628&partnerID=40&md5=ef7939750a317d42f25297f99e4cb792","Key Laboratory of Intelligent Data Information Processing and Control of Hebei Province, Tangshan University, Tangshan, 063000, China; Key Lab of Intelligent Motion Control System of Tangshan City, Tangshan University, Tangshan, 063000, China; Intelligence and Information Engineering College, Tangshan University, Tangshan, 063000, China","Wang, L., Key Laboratory of Intelligent Data Information Processing and Control of Hebei Province, Tangshan University, Tangshan, 063000, China, Key Lab of Intelligent Motion Control System of Tangshan City, Tangshan University, Tangshan, 063000, China; Tang, W., Key Laboratory of Intelligent Data Information Processing and Control of Hebei Province, Tangshan University, Tangshan, 063000, China, Key Lab of Intelligent Motion Control System of Tangshan City, Tangshan University, Tangshan, 063000, China; Fan, Y., Key Laboratory of Intelligent Data Information Processing and Control of Hebei Province, Tangshan University, Tangshan, 063000, China, Key Lab of Intelligent Motion Control System of Tangshan City, Tangshan University, Tangshan, 063000, China; Yan, T., Intelligence and Information Engineering College, Tangshan University, Tangshan, 063000, China; Jiang, L., Key Laboratory of Intelligent Data Information Processing and Control of Hebei Province, Tangshan University, Tangshan, 063000, China, Key Lab of Intelligent Motion Control System of Tangshan City, Tangshan University, Tangshan, 063000, China","5G mobile communication systems; Channel capacity; Decoding; Satellites; Decode-and-forward relaying; Ergodic capacity; Hybrid satellites; Hybrid satellite–terrestrial relay network; Multiple access; Multiple access technology; Outage probability; Pattern division multiple access; Relay network; Satellite-terrestrial network; Relay control systems",Article,Scopus
"Luo K., Moiwo J.P.","57190217927;26027140600;","Rapid monitoring of abandoned farmland and information on regulation achievements of government based on remote sensing technology",2022,"Environmental Science and Policy",2,"10.1016/j.envsci.2022.02.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125136743&doi=10.1016%2fj.envsci.2022.02.019&partnerID=40&md5=50200705380c99e4b7a0373dc429026b","Chongqing Institute of Green and Intelligent Technology, Chinese Academy of Sciences, Chongqing, 400714, China; Chongqing School, University of Chinese Academy of Sciences, Chongqing, 400714, China; Department of Agricultural Engineering, School of Technology, Njala University, Njala Campus, Sierra Leone","Luo, K., Chongqing Institute of Green and Intelligent Technology, Chinese Academy of Sciences, Chongqing, 400714, China, Chongqing School, University of Chinese Academy of Sciences, Chongqing, 400714, China; Moiwo, J.P., Department of Agricultural Engineering, School of Technology, Njala University, Njala Campus, Sierra Leone","achievement; agricultural land; Alaska; article; attention; China; data availability; global change; government; government regulation; remote sensing; satellite imagery",Article,Scopus
"Xu Z., Dong B., Gao X., Wang P., Wang Q., Li S., Xu H., Liu Y., Wang T., Ren C.","57464358800;57203465849;57198548412;57213429786;56609462700;57216789864;57409408000;57464262400;57464064800;57408719400;","Research on Ecological Security of Shengjin Lake Wetland (Anhui Province of China) Based on TM Images",2022,"Journal of the Indian Society of Remote Sensing",1,"10.1007/s12524-022-01510-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125136385&doi=10.1007%2fs12524-022-01510-1&partnerID=40&md5=e7d86807c335a096293ad06f87f3492d","School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China","Xu, Z., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Dong, B., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Gao, X., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Wang, P., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Wang, Q., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Li, S., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Xu, H., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Liu, Y., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Wang, T., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China; Ren, C., School of Science, Anhui Agricultural University, Anhui, Hefei, 230036, China","agricultural development; diversity index; environmental protection; GIS; habitat fragmentation; human activity; paddy field; remote sensing; satellite imagery; wetland; woodland; Anhui; China; Shengjin Lake",Article,Scopus
"Li Y., Wang H., Jiang Z., Song Y., Yang D., Li L.","57220647316;57253435800;55857552300;56726987300;55647767300;57259572200;","Seasonal differences of the Milu's home range at the early rewilding stage in Dongting Lake area, China",2022,"Global Ecology and Conservation",1,"10.1016/j.gecco.2022.e02057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124730617&doi=10.1016%2fj.gecco.2022.e02057&partnerID=40&md5=0e1dc4787cc03c35e62eb54aafdff038","Institute of Wildlife Conservation, Central South University of Forestry and Technology, Changsha, 410004, China; CAS Key Laboratory of Animal Ecology and Conservation Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing, 100101, China; University of Chinese Academy of Sciences, Beijing, 100049, China; Administration of Hunan East Dongting Lake National Nature Reserve, Yueyang, 414000, China; Hunan Biodiversity Conservation Center, Changsha, 410004, China","Li, Y., Institute of Wildlife Conservation, Central South University of Forestry and Technology, Changsha, 410004, China; Wang, H., Institute of Wildlife Conservation, Central South University of Forestry and Technology, Changsha, 410004, China; Jiang, Z., CAS Key Laboratory of Animal Ecology and Conservation Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing, 100101, China, University of Chinese Academy of Sciences, Beijing, 100049, China; Song, Y., Administration of Hunan East Dongting Lake National Nature Reserve, Yueyang, 414000, China; Yang, D., Institute of Wildlife Conservation, Central South University of Forestry and Technology, Changsha, 410004, China; Li, L., Hunan Biodiversity Conservation Center, Changsha, 410004, China",,Article,Scopus
"Tao X., Ding W., Zhang X., Ye W., Cui W., Deng H., Zhang K.","56430396600;57680501700;57239200100;57450567400;57451110100;57451110200;57214116691;","Multiaperture multibeam antenna design method for high-throughput satellite applications",2022,"International Journal of RF and Microwave Computer-Aided Engineering",1,"10.1002/mmce.23116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124508458&doi=10.1002%2fmmce.23116&partnerID=40&md5=771a66b7b195dedcef2f0be660c33d7e","Antenna Academy, China Academy of Space Technology (Xi'an), Xi'an, China; Communications and Navigation Satellite Division, China Academy of Space Technology, Beijing, China","Tao, X., Antenna Academy, China Academy of Space Technology (Xi'an), Xi'an, China; Ding, W., Antenna Academy, China Academy of Space Technology (Xi'an), Xi'an, China; Zhang, X., Antenna Academy, China Academy of Space Technology (Xi'an), Xi'an, China; Ye, W., Antenna Academy, China Academy of Space Technology (Xi'an), Xi'an, China; Cui, W., Antenna Academy, China Academy of Space Technology (Xi'an), Xi'an, China; Deng, H., Communications and Navigation Satellite Division, China Academy of Space Technology, Beijing, China; Zhang, K., Communications and Navigation Satellite Division, China Academy of Space Technology, Beijing, China","Antenna reflectors; Multibeam antennas; Multiobjective optimization; Optical design; Satellite antennas; Satellites; Structural design; Antenna design; Coupling parameters; High-throughput; High-throughput satellite; Multi aperture; Multi-objectives optimization; Multiaperture multibeam antenna; Multibeams antennas; Mutual coupling; Reflector mutual coupling parameter; Reflection",Article,Scopus
"Zhang M., Wang C., Mi G., Jiang P., Zhang X.","57212870523;34974923600;55943715800;57077643400;57774278700;","In-situ formation Ti-Al-C compounds reinforced SiCp/2A14 Al joint: Microstructure evolution and mechanical properties",2022,"Optics and Laser Technology",,"10.1016/j.optlastec.2022.107896","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124212716&doi=10.1016%2fj.optlastec.2022.107896&partnerID=40&md5=03d55833cdbc991834706d90250231d0","School of Materials Science and Engineering, Huazhong University of Science and Technology, Wuhan, 430074, China; School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, 430074, China","Zhang, M., School of Materials Science and Engineering, Huazhong University of Science and Technology, Wuhan, 430074, China; Wang, C., School of Materials Science and Engineering, Huazhong University of Science and Technology, Wuhan, 430074, China; Mi, G., School of Materials Science and Engineering, Huazhong University of Science and Technology, Wuhan, 430074, China; Jiang, P., School of Mechanical Science and Engineering, Huazhong University of Science and Technology, Wuhan, 430074, China; Zhang, X., School of Materials Science and Engineering, Huazhong University of Science and Technology, Wuhan, 430074, China","Aluminum alloys; Aluminum compounds; Binary alloys; Fracture; Heat affected zone; Microstructure; Morphology; Silicon; Silicon carbide; Titanium alloys; Titanium carbide; Aerospace structural components; Al matrix composites; Al-alloy; Fracture mechanisms; Gap-coupling; In-situ formations; Joint microstructures; Microstructure evolutions; Powder feeding; Sicp/2a14 al alloy; Laser beam welding",Article,Scopus
"Gao X., Liu R., Kaushik A.","57211425939;7404552678;57192690147;","Virtual Network Function Placement in Satellite Edge Computing With a Potential Game Approach",2022,"IEEE Transactions on Network and Service Management",13,"10.1109/TNSM.2022.3141165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122878581&doi=10.1109%2fTNSM.2022.3141165&partnerID=40&md5=11164b8d386580d5dc9d73f2b1d9624e","Beihang University, School Of Electronic And Information Engineering, Beijing, 100191, China; Shenzhen Institute, Beihang University, Shenzhen, 518038, China; University Of Sussex, School Of Engineering And Informatics, Brighton, BN1 9RH, United Kingdom","Gao, X., Beihang University, School Of Electronic And Information Engineering, Beijing, 100191, China; Liu, R., Beihang University, School Of Electronic And Information Engineering, Beijing, 100191, China, Shenzhen Institute, Beihang University, Shenzhen, 518038, China; Kaushik, A., University Of Sussex, School Of Engineering And Informatics, Brighton, BN1 9RH, United Kingdom","Computer games; Edge computing; Game theory; Internet of things; Network function virtualization; Orbits; Resource allocation; Transfer functions; Virtual reality; Delay; Edge computing; Game; Low earth orbit satellites; Network function virtualization; Potential game.; Potential games; Resource management; Resources allocation; Satellite edge computing; Virtual network function; Satellites",Article,Scopus
"Jing X.-D., Zhong S.-C., Wang H.-L., You F.","56957642500;25423264600;56937315000;7004416177;","A 150-W Spaceborne GaN Solid-State Power Amplifier for BeiDou Navigation Satellite System",2022,"IEEE Transactions on Aerospace and Electronic Systems",1,"10.1109/TAES.2021.3133343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121369153&doi=10.1109%2fTAES.2021.3133343&partnerID=40&md5=2f89a52f4a5cc6e2895ab8e77dad796d","University of Electronic Science and Technology of China, Southwest China Research Institute of Electronic Equipment, Chengdu, China; Nanjing Electronic Devices Institute, Southeast University, Nanjing, China; Southwest China Research Institute of Electronic Equipment, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China","Jing, X.-D., University of Electronic Science and Technology of China, Southwest China Research Institute of Electronic Equipment, Chengdu, China; Zhong, S.-C., Nanjing Electronic Devices Institute, Southeast University, Nanjing, China; Wang, H.-L., Southwest China Research Institute of Electronic Equipment, Chengdu, China; You, F., University of Electronic Science and Technology of China, Chengdu, China","Communication satellites; Efficiency; Gallium nitride; High electron mobility transistors; III-V semiconductors; Light amplifiers; Microwave amplifiers; Radio navigation; Testing; Traveling wave tubes; Beidou navigation satellite systems; Electronic power conditioner; GaN HEMTs; Higher efficiency; Power- generations; Radio frequency units; Satellite navigation systems; Solid state power amplifier; Space qualification; Traveling wave tube amplifiers; Power amplifiers",Article,Scopus
"Zhang K., Zheng L., Aouraghe M.A., Xu F.","56489012700;26665841900;57210993655;55559645100;","Ultra-light-weight kevlar/polyimide 3D woven spacer multifunctional composites for high-gain microstrip antenna",2022,"Advanced Composites and Hybrid Materials",15,"10.1007/s42114-021-00382-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120625656&doi=10.1007%2fs42114-021-00382-2&partnerID=40&md5=2d2651252c5e0e09554626b2822f6ebd","Key Laboratory of Textile Science & Technology, Ministry of Education, College of Textiles, Donghua University, Shanghai, 201620, China","Zhang, K., Key Laboratory of Textile Science & Technology, Ministry of Education, College of Textiles, Donghua University, Shanghai, 201620, China; Zheng, L., Key Laboratory of Textile Science & Technology, Ministry of Education, College of Textiles, Donghua University, Shanghai, 201620, China; Aouraghe, M.A., Key Laboratory of Textile Science & Technology, Ministry of Education, College of Textiles, Donghua University, Shanghai, 201620, China; Xu, F., Key Laboratory of Textile Science & Technology, Ministry of Education, College of Textiles, Donghua University, Shanghai, 201620, China","Compressive strength; Density (specific gravity); Impedance matching (electric); Microstrip antennas; Microwave antennas; Stability; Textiles; Weaving; 3D woven; Electromagnetic performance; Impact behavior; Impedance matchings; Light weight; Multifunctional composites; Multifunctional textile; Performance Gain; Three-dimensional reinforcement; Ultra-light; Natural frequencies",Article,Scopus
